PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
AT01;PARTY;7;GP0801;CONSTITUTIVE;
AT02;PARTY;7;GP0802;CONSTITUTIVE;
AT03;PARTY;2;GP0804;CONSTITUTIVE;
AT04;PARTY;5;NA;CONSTITUTIVE;
