GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1001;268;36.61;CONSTITUTIVE;
GP1002;200;27.32;CONSTITUTIVE;
GP1003;88;12.02;CONSTITUTIVE;
GP1004;42;5.74;CONSTITUTIVE;
GP1005;41;5.6;CONSTITUTIVE;
GP1006;27;3.69;CONSTITUTIVE;
GP1007;37;5.05;CONSTITUTIVE;
NA;29;3.96;CONSTITUTIVE;
