PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
DK01;PARTY;1;GP1001;CONSTITUTIVE;
DK02;PARTY;5;GP1002;CONSTITUTIVE;
DK03;PARTY;3;GP1003;CONSTITUTIVE;
DK04;PARTY;1;GP1003;CONSTITUTIVE;
DK05;PARTY;1;GP1004;CONSTITUTIVE;
DK06;PARTY;1;GP1005;CONSTITUTIVE;
DK07;PARTY;1;GP1006;CONSTITUTIVE;
DK08;PARTY;1;GP1007;CONSTITUTIVE;
