GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1001;5;0.68;CONSTITUTIVE;
GP1002;1;0.14;CONSTITUTIVE;
GP1003;1;0.14;CONSTITUTIVE;
GP1004;0;0.0;CONSTITUTIVE;
GP1005;1;0.14;CONSTITUTIVE;
GP1006;4;0.55;CONSTITUTIVE;
GP1007;1;0.14;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
