GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1001;19;2.6;CONSTITUTIVE;
GP1002;8;1.09;CONSTITUTIVE;
GP1003;4;0.55;CONSTITUTIVE;
GP1004;0;0.0;CONSTITUTIVE;
GP1005;0;0.0;CONSTITUTIVE;
GP1006;7;0.96;CONSTITUTIVE;
GP1007;10;1.37;CONSTITUTIVE;
NA;6;0.82;CONSTITUTIVE;
