GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1001;5;0.68;CONSTITUTIVE;
GP1002;5;0.68;CONSTITUTIVE;
GP1003;3;0.41;CONSTITUTIVE;
GP1004;1;0.14;CONSTITUTIVE;
GP1005;2;0.27;CONSTITUTIVE;
GP1006;0;0.0;CONSTITUTIVE;
GP1007;3;0.41;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
