PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
AT01;PARTY;6;GP1001;CONSTITUTIVE;
AT02;PARTY;7;GP1002;CONSTITUTIVE;
AT03;PARTY;2;GP1004;CONSTITUTIVE;
AT04;PARTY;2;NA;CONSTITUTIVE;
AT05;PARTY;1;NA;CONSTITUTIVE;
