PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
CZ01;PARTY;9;GP1001;CONSTITUTIVE;
CZ02;PARTY;3;GP1001;CONSTITUTIVE;
CZ03;PARTY;2;GP1001;CONSTITUTIVE;
CZ04;PARTY;2;GP1002;CONSTITUTIVE;
CZ05;PARTY;6;GP1005;CONSTITUTIVE;
CZ06;PARTY;1;GP1007;CONSTITUTIVE;
CZ06;PARTY;1;NA;CONSTITUTIVE;
