PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
PL01;PARTY;15;GP1001;CONSTITUTIVE;
PL02;PARTY;4;GP1001;CONSTITUTIVE;
PL03;PARTY;4;GP1002;CONSTITUTIVE;
PL04;PARTY;3;GP1002;CONSTITUTIVE;
PL05;PARTY;1;GP1002;CONSTITUTIVE;
PL06;PARTY;4;GP1003;CONSTITUTIVE;
PL07;PARTY;7;GP1006;CONSTITUTIVE;
PL08;PARTY;10;GP1007;CONSTITUTIVE;
PL09;PARTY;6;NA;CONSTITUTIVE;
