PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
EL01;PARTY;11;GP1001;CONSTITUTIVE;
EL02;PARTY;8;GP1002;CONSTITUTIVE;
EL03;PARTY;3;GP1005;CONSTITUTIVE;
EL04;PARTY;1;GP1005;CONSTITUTIVE;
EL05;PARTY;1;GP1007;CONSTITUTIVE;
