PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
SK01;PARTY;3;GP1001;CONSTITUTIVE;
SK02;PARTY;3;GP1001;CONSTITUTIVE;
SK03;PARTY;2;GP1001;CONSTITUTIVE;
SK04;PARTY;2;GP1002;CONSTITUTIVE;
SK05;PARTY;1;GP1002;CONSTITUTIVE;
SK06;PARTY;3;NA;CONSTITUTIVE;
