GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1001;13;1.78;CONSTITUTIVE;
GP1002;9;1.23;CONSTITUTIVE;
GP1003;2;0.27;CONSTITUTIVE;
GP1004;0;0.0;CONSTITUTIVE;
GP1005;0;0.0;CONSTITUTIVE;
GP1006;0;0.0;CONSTITUTIVE;
GP1007;0;0.0;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
