PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
LT01;PARTY;2;GP1001;CONSTITUTIVE;
LT02;PARTY;2;GP1002;CONSTITUTIVE;
LT03;PARTY;5;GP1003;CONSTITUTIVE;
LT04;PARTY;2;GP1003;CONSTITUTIVE;
LT05;PARTY;1;GP1006;CONSTITUTIVE;
LT06;PARTY;1;GP1006;CONSTITUTIVE;
