PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK04;PARTY;1;GP0902;OUTGOING;
UK02;PARTY;1;GP0901;OUTGOING;
UK10;PARTY;1;NA;OUTGOING;
