PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
SI01;PARTY;1;GP0901;OUTGOING;
SI02;PARTY;1;GP0901;OUTGOING;
SI03;PARTY;1;GP0901;OUTGOING;
SI04;PARTY;1;GP0902;OUTGOING;
SI05;PARTY;3;GP0903;OUTGOING;
