PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
FI01;PARTY;5;GP0901;OUTGOING;
FI02;PARTY;3;GP0902;OUTGOING;
FI03;PARTY;4;GP0903;OUTGOING;
FI04;PARTY;1;GP0903;OUTGOING;
FI05;PARTY;1;GP0905;OUTGOING;
FI06;PARTY;1;GP0904;OUTGOING;
FI07;PARTY;1;GP0904;OUTGOING;
