PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
PT01;PARTY;9;GP0901;OUTGOING;
PT02;PARTY;12;GP0902;OUTGOING;
PT03;PARTY;2;GP0905;OUTGOING;
PT04;PARTY;2;GP0906;OUTGOING;
