PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
BE06;PARTY;3;GP0902;OUTGOING;
BE09;PARTY;3;GP0904;OUTGOING;
BE02;PARTY;1;GP0901;OUTGOING;
BE03;PARTY;1;GP0901;OUTGOING;
BE08;PARTY;2;GP0903;OUTGOING;
