PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
NL01;PARTY;9;GP0901;OUTGOING;
NL02;PARTY;6;GP0902;OUTGOING;
NL03;PARTY;6;GP0903;OUTGOING;
NL04;PARTY;2;GP0903;OUTGOING;
NL05;PARTY;1;GP0905;OUTGOING;
NL06;PARTY;4;GP0904;OUTGOING;
NL07;PARTY;3;GP0907;OUTGOING;
