PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
DE01;PARTY;43;GP0901;OUTGOING;
DE02;PARTY;10;GP0901;OUTGOING;
DE03;PARTY;35;GP0902;OUTGOING;
DE04;PARTY;6;GP0905;OUTGOING;
DE05;PARTY;1;GP0905;OUTGOING;
DE06;PARTY;4;GP0904;OUTGOING;
