PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
PL01;PARTY;5;GP0901;OUTGOING;
PL02;PARTY;5;GP0901;OUTGOING;
PL03;PARTY;1;GP0901;OUTGOING;
PL04;PARTY;1;GP0901;OUTGOING;
PL05;PARTY;1;GP0901;OUTGOING;
PL06;PARTY;22;GP0902;OUTGOING;
PL07;PARTY;2;GP0902;OUTGOING;
PL08;PARTY;3;GP0902;OUTGOING;
PL09;PARTY;4;GP0906;OUTGOING;
PL10;PARTY;4;NA;OUTGOING;
PL11;PARTY;3;NA;OUTGOING;
PL12;PARTY;1;NA;OUTGOING;
PL13;PARTY;1;NA;OUTGOING;
PL14;PARTY;1;NA;OUTGOING;
