PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
MT01;PARTY;3;GP0901;OUTGOING;
MT02;PARTY;2;GP0902;OUTGOING;
