PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
BE01;PARTY;2;GP0901;OUTGOING;
BE02;PARTY;1;GP0901;OUTGOING;
BE03;PARTY;1;GP0901;OUTGOING;
BE04;PARTY;1;GP0901;OUTGOING;
BE05;PARTY;3;GP0902;OUTGOING;
BE06;PARTY;3;GP0902;OUTGOING;
BE07;PARTY;3;GP0903;OUTGOING;
BE08;PARTY;2;GP0903;OUTGOING;
BE09;PARTY;3;GP0904;OUTGOING;
BE10;PARTY;1;GP0904;OUTGOING;
BE11;PARTY;1;GP0904;OUTGOING;
BE12;PARTY;1;GP0904;OUTGOING;
BE13;PARTY;2;NA;OUTGOING;
BE14;PARTY;1;NA;OUTGOING;
