PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
CY01;PARTY;2;GP0901;OUTGOING;
CY02;PARTY;1;GP0902;OUTGOING;
CY03;PARTY;1;GP0903;OUTGOING;
CY04;PARTY;2;GP0905;OUTGOING;
