PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
BG01;PARTY;24.26;OFFICIAL;
BG02;PARTY;16.55;OFFICIAL;
BG03;PARTY;31.07;OFFICIAL;
BG04;PARTY;0.86;OFFICIAL;
BG05;PARTY;3.62;OFFICIAL;
BG06;PARTY;6.06;OFFICIAL;
BG07;PARTY;1.07;OFFICIAL;
BG08;PARTY;7.36;OFFICIAL;
BG09;PARTY;1.15;OFFICIAL;
BG90;PARTY;8.0;OFFICIAL;
