PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
IE01;PARTY;16.55;OFFICIAL;
IE02;PARTY;29.59;OFFICIAL;
IE03;PARTY;3.14;OFFICIAL;
IE04;PARTY;11.37;OFFICIAL;
IE05;PARTY;11.68;OFFICIAL;
IE06;PARTY;15.74;OFFICIAL;
IE07;PARTY;1.21;OFFICIAL;
IE08;PARTY;7.39;OFFICIAL;
IE90;PARTY;3.33;OFFICIAL;
