PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
PT01;PARTY;10.56;OFFICIAL;
PT02;PARTY;7.41;OFFICIAL;
PT03;PARTY;35.88;OFFICIAL;
PT04;PARTY;23.56;OFFICIAL;
PT05;PARTY;6.65;OFFICIAL;
PT06;PARTY;5.46;OFFICIAL;
PT07;PARTY;2.0;OFFICIAL;
PT90;PARTY;8.48;OFFICIAL;
