PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
NL01;PARTY;12.18;OFFICIAL;
NL02;PARTY;19.01;OFFICIAL;
NL03;PARTY;3.37;OFFICIAL;
NL04;PARTY;14.64;OFFICIAL;
NL05;PARTY;10.9;OFFICIAL;
NL06;PARTY;3.53;OFFICIAL;
NL07;PARTY;7.09;OFFICIAL;
NL08;PARTY;4.02;OFFICIAL;
NL09;PARTY;6.83;OFFICIAL;
NL10;PARTY;3.91;OFFICIAL;
NL11;PARTY;1.1;OFFICIAL;
NL12;PARTY;10.96;OFFICIAL;
NL13;PARTY;1.93;OFFICIAL;
NL90;PARTY;0.53;OFFICIAL;
