COUNTRY_NAME;CURRENCY;YEAR;NET_EARNINGS
United Kingdom;Euro;2018;34278.53
United Kingdom;Euro;2019;35782.77
United States;Euro;2000;26934.48
United States;Euro;2001;28537.22
United States;Euro;2002;27907.19
United States;Euro;2003;24109.63
United States;Euro;2004;22336.92
United States;Euro;2005;22909.51
United States;Euro;2006;23705.76
United States;Euro;2007;23068.07
United States;Euro;2008;22339.29
United States;Euro;2009;24080.76
United States;Euro;2010;25970.44
United States;Euro;2011;25726.08
United States;Euro;2012;28377.81
United States;Euro;2013;27376.96
United States;Euro;2014;28056.9
United States;Euro;2015;34159.7
United States;Euro;2016;34810.07
United States;Euro;2017;34916.19
United States;Euro;2018;35528.34
United States;Euro;2019;38469.36
United States;Euro;2020;41031.88
United States;Euro;2021;40787.2
United States;Euro;2022;46310.59
United States;Euro;2023;47123.35
