LABEL
Christen-Democratisch en Vlaams
Centre Démocrate Humaniste
Parti Socialiste
Socialistische Partij - Anders
Vlaamse Liberalen en Democraten
Mouvement des Citoyens pour le Changement
Ecologistes Confédérés pour I’organisation de luttes originales
Groen!
Nieuw-Vlaamse Alliantie
Lijst Dedecker
Vlaams Belang
ecolo (G)
Sozialdemokratischen Partei Ostbelgiëns
Other parties from French-speaking electoral college
Other parties from German-speaking electoral college
Other parties from Dutch-speaking electoral college
Grazhdani za evropeysko razvitie na Balgariya
Săjuz na Demokratičnite Sili
Bulgarska sotsialisticheska partiya
Dvizhenie za prava i svobodi
Nacionalno dviženie za stabilnost i vazhod
Natsionalen Sayuz Ataka
Other parties
Krest.demokr.unie-Cs.str.lid
Ceská str.sociálne demokrat.
Občanská Demokratická Strana
Komunistická str.Cech a Moravy
Konservative Folkeparti
Socialdemokraterna
Venstre
Socialistisk Folkeparti
Folkebevægelsen mod EU
Dansk Folkeparti
Christlich-Demokratische Union
Christlich-Soziale Union
Sozialdemokratische Partei Deutschlands
Freie Demokratische Partei
Bündnis 90/Die Grünen
Die Linkspartei/ Die Linke
Fine Gael - The United Ireland Party
Páirtí an Lucht Oibre
M. Harkin (Ind)
Fianna Fáil - An Páirtí Poblachtánach
Socialist Party
Isamaa ja Res Publica Liit
Sotsiaaldemokraatlik Erakond
Eesti Keskerakond
Eesti Reformierakond
I. Tarand (Ind)
Nea Dhimokratia
Panellinio Sosialistiko Kinima
Oikologoi Prasinoi
Kommunistiko Komma Elladas
Synaspismós Rizospastikís Aristerás
Laïkós Orthódoxos Synagermós
Partido Popular
Partido Socialista Obrero Español
Coalición por Europa
Izquierda Unida-Iniciativa per Catalunya Verdes-Esquerra Unida i Alternativa-bloque por Asturies: la Izquierda
Europa de los Pueblos - Los Verdes
Unión, Progreso y Democracia
Union pour un Mouvement Populaire
Mouvement démocrate
Europe Écologie
Front de gauche pour changer d'Europe
Libertas (Mouvement pour la France, Chasse Pêche Nature et Tradition)
Il Popolo della Libertà
Unione dei Democratici Cristiani e di Centro
Südtiroler Volkspartei
Partito Democratico
Lega Nord
Dimokratikós Sinayermós
Kinima Sosialdimokraton Eniaia Dimokratiki Enosi Kentrou
Dimokratikon Komma
Anorthotikon Komma Ergazomenou Laou
Jaunais laiks
Pilsoniska savieniba
Saskaņas Centrs
Latvijas Pirma- Partija/Latvijas Cels
Politisko organizáciju apvieníba 'Par cilvéka tiesíbám vienotá Latvijá'
Tevynes sajunga - Lietuvos krikšcionys demokratai
Lietuvos socialdemokratu partija
Darbo partija
Lietuvos Respublikos liberalu sajudis
Lietuvos lenku rinkimu akcija
Partija Tvarka ir teisingumas
Parti Chrétien Social/Chrëschtlech-Sozial Vollekspartei
Parti Ouvrier Socialiste Luxembourgeois/Letzeburger Socialistesch Arbeiterpartei
Parti Démocratique/Demokratesch Partei
Déi Gréng
Fidesz - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt
Magyar Szocialista Párt
Magyar Demokrata Fórum
Jobbik Magyarországért Mozgalom
Partit Nazzjonalista
Partit Laburista
Christen Democratisch Appèl
Partij van de Arbeid (Europese Sociaaldemocraten)
Volkspartij voor Vrijheid en Democratie
Demokraten 66
Groenlinks
ChristenUnie-Staatkundig Gereformeerde Partij
Socialistische Partij
Partij voor de Vrijheid
Österreichische Volkspartei
Sozialdemokratische Partei Österreichs
Die Grünen - Dei Grüne Alternative
Liste 'Dr. Hans-Peter Martin - für echte Kontrolle in Brüssel'
Freiheitliche Partei Österreichs
Platforma Obywatelska
Polskie Stronnictwo Ludowe
Sojusz Lewicy Demokratycznej - Unia Pracy
Prawo i Sprawiedliwość
Partido Social Democrata
Centro Democrático e Social - Partido Popular
Bloco de Esquerda
CDU - COLIGACÃO DEMOCRÁTICA UNITÁRIA - PCP - PEV
Partidul Democrat Liberal
Uniunea Democrată Maghiară din România
Alianţa Electorală PSD+PC
Partidul România Mare
Băsescu Elena
Slovenska Demokratska Stranka
Nova Slovenija - Kršcanska Ljudska Stranka
Socialni Demokrati
Liberalna Demokracija Slovenije
ZARES
Krestanskodemokratické hnutie
Slovenská demokratická a krest(anská únia - Demokratická strana
Magyar Koalíció Pártja/Strana mad(arskej koalície
Smer - sociálna demokracia
Ludová strana - Hnutie za demokratické Slovensko
Slovenská národná strana
Kansallinen Kokoomus/Samlingspartiet
VAALILIITOSSA - I VALFÖRBUND
Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti
Suomen Keskusta/Centern i Finland
Svenska folkpartiet i Finland
Vihreä Liitto/Gröna Förbundet
Moderaterna
Kristdemokraterna
Sveriges Socialdemokratiska arbetarparti - Socialdemokraterna
Folkepartiet Liberalerna
Centerpartiet
Miljöpartiet de Gröna
Piratpartiet
Vänsterpartiet
Labour Party
Scottish National Party
Green Party of England and Wales
Plaid Cymru
Ulster Conservatives and Unionists - New Force
Sinn Fein
UK Independence Party
British National Party
Democratic Unionist Party
Other parties Northern Ireland
Other parties Great Britain
