DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS,name,alpha-2,alpha-3,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code
CY,CY02,PARTY,ΑΚΕΛ/ΑΚΕL,Ανορθωτικό Κόμμα Εργαζόμενου Λαού/Progressive Party of Working People,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY03,PARTY,ΔΗΚΟ/DIKO,Δημοκρατικό Κόμμα/Democratic Party,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY04,PARTY,ΕΔΕΚ/ EDEK,ΕΔΕΚ Κίνημα Σοσιαλδημοκρατών/Movement for Social Democrats EDEK,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY05,PARTY,ΕΛΑΜ/ELAM,Εθνικό Λαϊκό Μέτωπο/National Popular Front,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY06,PARTY,Συμμαχία-Οικολόγοι/Symmaxia-Ecologist,Συμμαχία Πολιτών-Κίνημα Οικολόγων/Citizens Alliance-Movement of Ecologist,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY07,PARTY,ΔHΠΑ/DIPA,Δημοκρατική Παράταξη / Democratic Alingment,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
CY,CY90,PARTY,Other parties,Other parties,,,Cyprus,CY,CYP,196.0,ISO 3166-2:CY,Asia,Western Asia,,142.0,145.0,
LV,LV01,PARTY,JV,Jaunā Vienotība,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV02,PARTY,Coal. NA (TB/LNNK+VL!),Coalition Nacionālā apvienība (Tēvzemei un Brīvībai/LNNK + Visu Latvijai!),,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV03,PARTY,Saskaņa SDP,Saskaņa Sociāldemokrātiskā partija,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV04,PARTY,Coal. ZZS (LZS+LZP),Coalition Zaļo un Zemnieku Savienība (Latvijas Zemnieku Savienība + Latvijas Zaļā Partija),,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV05,PARTY,LRA,Latvijas Reģionu apvienība,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV06,PARTY,KPV LV,Kam pieder valsts?,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV07,PARTY,JKP,Jaunā konservatīvā partija,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV08,PARTY,Coal. AP! (Latvijas attīstībai + Par!),Coalition AP! (Latvijas attīstībai + Kustība Par!),,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV09,PARTY,LKS,Latvijas Krievu savienībā,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV10,PARTY,RP,Rīcības partija,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV11,PARTY,Progresīvie,Progresīvie,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV12,PARTY,LSDSP,Latvijas Sociāldemokrātiskā strādnieku partija,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV13,PARTY,LN,Latviešu Nacionālisti,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV14,PARTY,JS,Jaunā Saskaņa,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV15,PARTY,CP,Centra partija,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV16,PARTY,Coal. Atmoda,Coalition Atmoda,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LV,LV90,PARTY,Other parties,Other parties,,,Latvia,LV,LVA,428.0,ISO 3166-2:LV,Europe,Northern Europe,,150.0,154.0,
LT,LT01,PARTY,DP,Darbo partija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT02,PARTY,LLRA-KŠS,Lietuvos lenkų rinkimų akcija - krikščioniškų šeimų sąjunga,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT03,PARTY,LRLS,Lietuvos Respublikos liberalų sąjūdis,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT04,PARTY,LSDP,Lietuvos socialdemokratų partija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT05,PARTY,LVŽS,Lietuvos Valstiečių ir Žaliųjų Sąjunga,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT06,PARTY,TT,Partija Tvarka ir teisingumas,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT07,PARTY,TS-LKD,Tėvynės sąjunga - Lietuvos krikščionys demokratai,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT08,PARTY,LCP,Lietuvos Centro Partija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT09,PARTY,LSDDP,Lietuvos socialdemokratų darbo partija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT10,PARTY,LŽP,Lietuvos žaliųjų partija,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT11,PARTY,LLS,Lietuvos laisvės sąjunga (liberalai),,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT12,PARTY,VKM-AMT,Visuomeninis rinkimų komitetas „Aušros Maldeikienės traukinys“,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT13,PARTY,VKM-PRPJ,Visuomeninis rinkimų komitetas „Prezidento Rolando Pakso judėjimas“,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT14,PARTY,VKM-VRSV,Visuomeninis rinkimų komitetas „Vytautas Radžvilas: susigrąžinkime valstybę!“,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LT,LT90,PARTY,Other parties,Other parties,,,Lithuania,LT,LTU,440.0,ISO 3166-2:LT,Europe,Northern Europe,,150.0,154.0,
LU,LU01,PARTY,Déi Gréng/Les Verts,Déi Gréng/Les Verts,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU02,PARTY,LSAP/POSL,Lëtzebuerger Sozialistesch Aarbechterpartei/Parti ouvrier socialiste luxembourgeois,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU03,PARTY,DP/PD,Demokratesch Partei/Parti démocratique,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU04,PARTY,Déi Lénk/La gauche,Déi Lénk/La gauche,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU05,PARTY,CSV/PCS,Chrëschtlech-Sozial Vollekspartei/Parti populaire chrétien-social,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU06,PARTY,ADR/PADR,Alternativ Demokratesch Reformpartei/Parti alternatif et démocratique de réformes,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU07,PARTY,Piraten/Parti pirate,Piratepartei/Parti pirate,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU08,PARTY,KPL/PCL,Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU09,PARTY,Déi Konservativ/Les Conservateurs,Déi Konservativ/Les Conservateurs,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
LU,LU10,PARTY,Volt/Volt Europe,Volt,,,Luxembourg,LU,LUX,442.0,ISO 3166-2:LU,Europe,Western Europe,,150.0,155.0,
HU,HU01,PARTY,DK,Demokratikus Koalíció,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU02,PARTY,Coal (FIDESZ + KDNP),Coalition (FIDESZ - Magyar Polgári Szövetség + Kereszténydemokrata Néppárt),,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU03,PARTY,JOBBIK,Jobbik Magyarországért Mozgalom,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU04,PARTY,LMP,Lehet Más a Politika,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU05,PARTY,MKKP,Magyar Kétfarkú Kutyapárt,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU06,PARTY,Momentum,Momentum Mozgalom,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU07,PARTY,Coal (MSZP + Párbeszéd),Coaltion (Magyar Szocialista Párt + Párbeszéd Magyarországért),,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU08,PARTY,Mi Hazánk,Mi Hazánk Mozgalom,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
HU,HU90,PARTY,Other parties,Other parties,,,Hungary,HU,HUN,348.0,ISO 3166-2:HU,Europe,Eastern Europe,,150.0,151.0,
MT,MT01,PARTY,PN/NP,Partit Nazzjonalista/Nationalist Party,,,Malta,MT,MLT,470.0,ISO 3166-2:MT,Europe,Southern Europe,,150.0,39.0,
MT,MT02,PARTY,PL/MLP,Partit Laburista/Malta Labour Party,,,Malta,MT,MLT,470.0,ISO 3166-2:MT,Europe,Southern Europe,,150.0,39.0,
MT,MT03,PARTY,AD/DA,Alternattiva Demokratika/Democratic Alternative,,,Malta,MT,MLT,470.0,ISO 3166-2:MT,Europe,Southern Europe,,150.0,39.0,
MT,MT04,PARTY,PD,Partit Demokratiku/Democratic Party,,,Malta,MT,MLT,470.0,ISO 3166-2:MT,Europe,Southern Europe,,150.0,39.0,
MT,MT90,PARTY,Other parties,Other parties,,,Malta,MT,MLT,470.0,ISO 3166-2:MT,Europe,Southern Europe,,150.0,39.0,
NL,NL01,PARTY,CDA,Christen-Democratisch Appèl,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL02,PARTY,PvdA,Partij van de Arbeid,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL03,PARTY,SP,Socialistische Partij,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL04,PARTY,VVD,Volkspartij voor Vrijheid en Democratie,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL05,PARTY,GroenLinks,GroenLinks,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL06,PARTY,PVV,Partij voor de Vrijheid,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL07,PARTY,D66,Democraten 66,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL08,PARTY,PvdD,Partij voor de Dieren,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL09,PARTY,Coalition CU - SGP,ChristenUnie - Staatkundig Gereformeerde Partij,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL10,PARTY,50+,50Plus,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL11,PARTY,DENK,DENK,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL12,PARTY,FvD,Forum voor Democratie,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL13,PARTY,Volt,Volt,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
NL,NL90,PARTY,Other parties,Other parties,,,Netherlands,NL,NLD,528.0,ISO 3166-2:NL,Europe,Western Europe,,150.0,155.0,
AT,AT01,PARTY,SPÖ,Sozialdemokratische Partei Österreich,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT02,PARTY,ÖVP,Österreichische Volkspartei,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT03,PARTY,FPÖ,Freiheitliche Partei Österreichs,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT04,PARTY,GRÜNE,Die Grünen - Die Grüne Alternative,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT05,PARTY,NEOS,NEOS - Das neue Österreich,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT06,PARTY,JETZT,JETZT - Liste Pilz,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
AT,AT90,PARTY,Other parties,Other parties,,,Austria,AT,AUT,40.0,ISO 3166-2:AT,Europe,Western Europe,,150.0,155.0,
PL,PL01,PARTY,PiS,Prawo i Sprawiedliwość,,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL02,PARTY,Konfederacja,Konfederacja KORWiN Braun Liroy Narodowcy,,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL03,PARTY,Kukiz'15,Kukiz'15,,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL04,PARTY,Wiosna,Wiosna Roberta Biedronia,,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL05,COALITION,Coal KE (PO + PSL + SLD + .N + Z),Coalition Koalicja Europejska (Platforma Obywatelska + Polskie Stronnictwo Ludowe + Sojusz Lewicy Demokratycznej + Nowoczesna + Partia Zieloni),,PL06|PL07,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL06,PARTY,PO + PSL + Ind.,Platforma Obywatelska + Polskie Stronnictwo Ludowe + Independent,PL05,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL07,PARTY,SLD,Sojusz Lewicy Demokratycznej,PL05,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL08,PARTY,Polska Fair Play,Polska Fair Play Bezpartyjni Gwiazdowski ,,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL09,PARTY,Coal Lewica Razem (PR + UP + RSS),Coalition Lewica Razem (Partia Razem + Unia Pracy + Ruch Sprawiedliwości Społecznej),,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PL,PL90,PARTY,Other parties,Other parties,,,Poland,PL,POL,616.0,ISO 3166-2:PL,Europe,Eastern Europe,,150.0,151.0,
PT,PT01,PARTY,B.E.,Bloco de Esquerda,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT02,PARTY,CDU (PCP + PEV),Coligação Democrática Unitária (Partido Comunista Português + Partido Ecologista os Verdes),,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT03,PARTY,PS,Partido Socialista,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT04,PARTY,PSD,Partido Social Democrata,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT05,PARTY,CDS-PP,CDS - Partido Popular,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT06,PARTY,PAN,Pessoas–Animais–Natureza,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT07,PARTY,A,Aliança,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
PT,PT90,PARTY,Other parties,Other parties,,,Portugal,PT,PRT,620.0,ISO 3166-2:PT,Europe,Southern Europe,,150.0,39.0,
RO,RO01,PARTY,PSD,Partidul Social Democrat,,,Romania,RO,ROU,642.0,ISO 3166-2:RO,Europe,Eastern Europe,,150.0,151.0,
RO,RO02,PARTY,ALDE,Alianța Liberalilor și Democraților,,,Romania,RO,ROU,642.0,ISO 3166-2:RO,Europe,Eastern Europe,,150.0,151.0,
RO,RO03,PARTY,PNL,Partidul Naţional Liberal,,,Romania,RO,ROU,642.0,ISO 3166-2:RO,Europe,Eastern Europe,,150.0,151.0,
RO,RO04,PARTY,UDMR,Romániai Magyar Demokrata Szövetség/Uniunea Democrată Maghiară din România,,,Romania,RO,ROU,642.0,ISO 3166-2:RO,Europe,Eastern Europe,,150.0,151.0,
RO,RO05,PARTY,PMP,Partidul Mișcarea Populară,,,Romania,RO,ROU,642.0,ISO 3166-2:RO,Europe,Eastern Europe,,150.0,151.0,
RO,RO06,PARTY,Pro Romania,Partidul Pro Romania,,,Romania,RO,ROU,642.0,ISO 3166-2:RO,Europe,Eastern Europe,,150.0,151.0,
RO,RO07,PARTY,Coal. Alliance 2020 (USR+PLUS),"Coalition 2020 USR + PLUS Alliance (Uniunea Salvați România + Partidul Libertății, Unității și Solidarității)",,,Romania,RO,ROU,642.0,ISO 3166-2:RO,Europe,Eastern Europe,,150.0,151.0,
RO,RO90,PARTY,Other parties,Other parties,,,Romania,RO,ROU,642.0,ISO 3166-2:RO,Europe,Eastern Europe,,150.0,151.0,
SI,SI01,PARTY,Coal (SDS + SLS),Coalition (Slovenska demokratska stranka + Slovenska ljudska stranka),,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI02,PARTY,SD,Socialni demokrati,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI03,PARTY,DeSUS,Demokratična stranka upokojencev Slovenije,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI04,PARTY,N.Si,Nova Slovenija,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI05,PARTY,SNS,Slovenska Nacionalna Stranka,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI06,PARTY,SMC,Stranka modernega centra,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI07,PARTY,SAB,Stranka alenke bratušek,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI08,PARTY,LEVICA,LEVICA,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI09,PARTY,LMŠ,Lista Marjana Šarca,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI10,PARTY,DOM,Domovinska Liga,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI11,PARTY,Povežimo se,Povežimo se,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI12,PARTY,DD,Dobra Država,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI13,PARTY,ZSI,ZSI - Gibanje Zedinjena Slovenija,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI14,PARTY,Z.SI,Zeleni Slovenije,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SI,SI90,PARTY,Other parties,Other parties,,,Slovenia,SI,SVN,705.0,ISO 3166-2:SI,Europe,Southern Europe,,150.0,39.0,
SK,SK01,PARTY,KDH,Kresťanskodemokratické hnutie,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK02,PARTY,SaS,Sloboda a Solidarita,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK03,PARTY,SNS,Slovenská národná strana,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK04,PARTY,SMER-SD,SMER - Sociálna demokracia,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK05,PARTY,SMK-MPK,Strana mad'arskej komunity - Magyar Közösség Pártja,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK06,PARTY,Coal (OL'aNO + NOVA),Coalition (Obyčajní Ľudia a nezávislé osobnosti + Nová väčšina - Dohoda),,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK07,PARTY,MOST-HID,Most-Híd,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK08,PARTY,ĽSNS,Kotleba - Ľudová strana Naše Slovensko,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK09,PARTY,Sme Rodina,SME RODINA - Boris Kollár,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK10,PARTY,Coal (PS + SPOLU),Coalition (Progresívne Slovensko + SPOLU - občianska demokracia),,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK11,PARTY,KÚ,Kresťanská únia,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK12,PARTY,KDŽP,Kresťanská demokracia - Život a prosperita,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
SK,SK90,PARTY,Other parties,Other parties,,,Slovakia,SK,SVK,703.0,ISO 3166-2:SK,Europe,Eastern Europe,,150.0,151.0,
FI,FI01,PARTY,KESK,Suomen Keskusta,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI02,PARTY,KOK,Kansallinen Kokoomus,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI03,PARTY,SDP,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI04,PARTY,VAS,Vasemmistoliitto ,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI05,PARTY,VIHR,Vihreä liitto  ,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI06,PARTY,SFP (RKP),Svenska folkpartiet (Ruotsalainen kansanpuolue),,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI07,PARTY,PS,Perussuomalaiset,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI08,PARTY,KD,Suomen Kristillisdemokraatit,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI09,PARTY,SIN,Sininen tulevaisuus,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI10,PARTY,PP,Piraattipuolue,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
FI,FI90,PARTY,Other parties,Other parties,,,Finland,FI,FIN,246.0,ISO 3166-2:FI,Europe,Northern Europe,,150.0,154.0,
SE,SE01,PARTY,V,Vänsterpartiet,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE02,PARTY,S,Socialdemokraterna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE03,PARTY,C,Centerpartiet,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE04,PARTY,L,Liberalerna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE05,PARTY,M,Moderaterna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE06,PARTY,KD,Kristdemokraterna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE07,PARTY,MP,Miljöpartiet de Gröna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE08,PARTY,SD,Sverigedemokraterna,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
SE,SE09,PARTY,FI,Feministiskt Initiativ,,,Sweden,SE,SWE,752.0,ISO 3166-2:SE,Europe,Northern Europe,,150.0,154.0,
