DIVISION_ID;ID;TYPE_x;ACRONYM;LABEL;MEMBER_OF_COALITION;COALITION_MEMBERS;name;alpha-2;alpha-3;country-code;iso_3166-2;region;sub-region;intermediate-region;region-code;sub-region-code;intermediate-region-code;PARTY_ID;TYPE_y;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME;TEMPERATURE;WEIGHTED_TEMP
EE;EE05;PARTY;I. Tarand (Ind);I. Tarand (Ind);;;Estonia;EE;EST;233.0;ISO 3166-2:EE;Europe;Northern Europe;;150.0;154.0;;EE05;PARTY;25.81;FINAL;;1.594412048163548;41.15177496310117
EE;EE90;PARTY;Other parties;Other parties;;;Estonia;EE;EST;233.0;ISO 3166-2:EE;Europe;Northern Europe;;150.0;154.0;;EE90;PARTY;11.87;FINAL;;-1.4826083249297128;-17.59856081691569
EL;EL01;PARTY;N.D;Nea Dhimokratia;;;;;;;;;;;;;;EL01;PARTY;32.29;FINAL;;-0.8560913060568129;-27.643188272574488
EL;EL02;PARTY;PA.SO.K;Panellinio Sosialistiko Kinima;;;;;;;;;;;;;;EL02;PARTY;36.65;FINAL;;1.0367203497771325;37.995800819331905
EL;EL03;PARTY;OP;Oikologoi Prasinoi;;;;;;;;;;;;;;EL03;PARTY;3.49;FINAL;;0.18200409553324226;0.6351942934110155
EL;EL04;PARTY;K.K.E;Kommunistiko Komma Elladas;;;;;;;;;;;;;;EL04;PARTY;8.35;FINAL;;-1.7063199835175187;-14.24777186237128
EL;EL05;PARTY;SY.RIZ.A;Synaspismós Rizospastikís Aristerás;;;;;;;;;;;;;;EL05;PARTY;4.7;FINAL;;-1.4856144387471182;-6.982387862111456
EL;EL06;PARTY;LA.O.S;Laïkós Orthódoxos Synagermós;;;;;;;;;;;;;;EL06;PARTY;7.15;FINAL;;-1.8297325205669646;-13.082587522053798
EL;EL90;PARTY;Other parties;Other parties;;;;;;;;;;;;;;EL90;PARTY;7.37;FINAL;;0.5702387981139387;4.202659942099729
ES;ES01;PARTY;PP;Partido Popular;;;Spain;ES;ESP;724.0;ISO 3166-2:ES;Europe;Southern Europe;;150.0;39.0;;ES01;PARTY;42.23;FINAL;;0.6123755491170835;25.86061943921443
