Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,ID,2013,12,Male,17,Right-Handed,180,27,161,1,Car,30,0.443,43,Other,920,476,743,695,262,802,27,Same length,,100,Ring finger,January,Summer,No,No,Breads/Sandwiches,Juice,Social studies,7,8,4,Yes - broadband connection,In person,30,35,6,1,30,15,2,4,9,3,28,7,0,1,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,International aid
USA,WA,2016,9,Female,15,Right-Handed,166,25,57,2,Bus,65,0.402,48,Table Tennis,100,95,70,80,30,70,25,Same length,8,7,Ring finger,February,Summer,Yes,Yes,Fruit,Water,Art,6,11,3,Yes - other,Internet chat or instant messaging,40,40,6,1,5,12,0,0,10,3,4,2,0,3,A lot,Graduate degree,Other,Freeze time,Happy,Politician,Environment
USA,NY,2016,12,Female,17,Right-Handed,160,23,155,2,Rail (Train/Tram/Subway),15,2.389,43,Athletics,1000,900,1000,1000,500,500,23,Same length,75,60,Index finger,August,Summer,Yes,No,Meat,Water,Mathematics and statistics,7,12,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",47,52,15,3,10,10,5,0,10,10,10,0,0,5,Some,Graduate degree,Other,Invisibility,Happy,Teacher,International aid
USA,CA,2017,9,Female,14,Right-Handed,170,26,177,1,Car,8,0.399,44,Swimming,786,666,987,653,508,976,26,Same length,11,8,Index finger,June,Fall,No,No,Pizza/Pasta,Soft drink (non-caffeinated),Geography,8,10,3,Yes - other,Text messaging,200,200,48,3,3,5,10,1,48,36,24,20,0,4,Very little,Graduate degree,Pop,Telepathy,Healthy,Relative,"Wildlife, animals"
USA,OH,2023,12,Female,17,Right-Handed,165,20.32,1.2,2,Car,20,0.469,53,Soccer,332,214,588,717,503,674,20.32,Same length,69,72,,June,Fall,No,No,Rice/Noodle dishes,Water,Music,7,10,5,Yes - broadband connection,In person,6,10,12,2,2,8,15,1,10,2,18,3,14,5,Some,Graduate degree,Other,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,NC,2024,11,Female,16,Right-Handed,165,23.5,82.5,1,Car,15,43,51,Other,5,4,5,5,6,7,24,Left foot,70,73,Ring finger,April,Spring,Yes,No,Seafood,Water,English,7,9,7,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,10,10,30,7,7,10,0,7,14,14,10-15,0,7,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Religious figure,Health
USA,NC,2017,11,Female,16,Right-Handed,65,23,155,1,Car,25,0.784,46,Other,561,1000,540,802,64,449,23,Same length,80,80,Index finger,January,Fall,Yes,No,No favorite,Juice,Physical education,9,10,3,Yes - other,Internet chat or instant messaging,3,9,3,9,20,9,5,0,9,5,35,8,0,6,A lot,Graduate degree,Jazz,Freeze time,Healthy,Religious figure,Religious
USA,MO,2015,12,Female,17,Right-Handed,163,23.3,161,1,Car,5,0.354,40,Baseball/Softball,1000,1000,1000,1000,300,300,23.3,Same length,86,85,Index finger,March,Summer,No,Yes,Soups,Coffee,English,7,9,5,Yes - other,Text messaging,73,101,7,1,5,1,15,0,25,15,5,5,15,2,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Community leader or elder,International aid
USA,SC,2012,12,Female,17,Right-Handed,160,24,165,1,Car,15,0.25,46,Baseball/Softball,91,5,128,930,973,1000,20,Same length,70,70,Same length,June,Summer,Yes,No,Poultry,Juice,Computers and technology,5,7,3,Yes - broadband connection,Text messaging,120,100,4,30,5,10,2,2,10,30,15,2,40,20,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Doctor or nurse,Education/Youth development
USA,CA,2012,12,Male,17,Left-Handed,180.3,27,69,1,Car,11,0.399,15,None,500,750,785,1000,1000,1000,27,Same length,75,76,Ring finger,December,Spring,Yes,No,Meat,Water,Science,2,14,3,Yes - broadband connection,In person,0,5,45,0,0,45,15,5,1,0,1,20,0,0,Very little,Graduate degree,Pop,Fly,Happy,Other,"Wildlife, animals"
USA,IN,2021,11,Male,16,Right-Handed,5' 11,12cm,71cm,1,Car,10,336,40,Basketball,765,882,406,465,321,321,12cm,Same length,3'4,3'2,Index finger,April,Spring,Yes,No,Poultry,Soft drink (non-caffeinated),Other,7,9,4,Yes - broadband connection,In person,20,18,9,2,3,8,12,10,10,2,9,9,16,4,A lot,Some college,Rock and roll,Freeze time,Happy,Sports person,"Wildlife, animals"
USA,CA,2019,12,Male,17,Right-Handed,177.8,27,179.8,1,Car,10,0.4,53,Walking/Hiking,1000,800,900,900,600,10000,26,Right foot,7,7.5,Index finger,May,Winter,No,No,Meat,Water,History,7,8,3,Yes - broadband connection,In person,3,3,16,1,10,1,5,5,10,1,1,1,10,1,Some,Undergraduate degree,Rap/Hip hop,Freeze time,Happy,Other,Environment
USA,IN,2019,12,Female,16,Right-Handed,165,25,160,2,Car,10,0.448,33,Skateboarding/Rollerblading,999,802,717,733,941,1000,25,Same length,76,88,Ring finger,September,Summer,Yes,No,Pizza/Pasta,Water,Art,6,11,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",50,60,48,6,10,10,6,13,20,10,15,5,0,10,Some,Undergraduate degree,Rap/Hip hop,Fly,Happy,Relative,Environment
USA,TX,2015,12,Female,16,Right-Handed,150,6,10,1,Car,8,0.48,33,Skateboarding/Rollerblading,500,800,300,100,700,700,6,Right foot,40,60,Ring finger,August,Fall,No,No,Meat,Water,Mathematics and statistics,6,12,6,Yes - broadband connection,Text messaging,30,50,30,2,3,48,4,0,5,40,6,3,0,7,Some,Graduate degree,Other,Fly,Happy,Doctor or nurse,"Wildlife, animals"
USA,WI,2017,12,Male,18,Right-Handed,69,23,77,1,Car,16,0.577,73,Athletics,200,200,200,500,0,0,24,Left foot,95,105,Ring finger,August,Summer,Yes,No,Meat,Water,History,7,7,4,Yes - other,In person,4,2,0,0,7,30,15,0,0,0,0,0,40,10,Some,Some college,Rock and roll,Super strength,Happy,Business person,Education/Youth development
USA,CA,2021,12,Female,16,Right-Handed,154,22.5,154,2,Car,5,0.413,53,Running/Jogging,1000,695,888,829,1000,1000,22.5,Same length,60,70,Ring finger,September,Summer,No,No,Fruit,Water,English,4,9,2,Yes - other,Text messaging,502,400,10,6,12,4,3,0,15,15,15,4,0,3,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Musician or singer,Health
USA,IL,2019,12,Male,16,Right-Handed,182,30,178,2,Car,13,0.34,51,Running/Jogging,420,600,800,900,850,850,30,Same length,98,105,Ring finger,November,Fall,Yes,No,Poultry,Water,Other,7,9,3,Yes - broadband connection,Text messaging,3,5,2,2,14,2,6,3,1,1,14,0,1,1,A lot,Other,Other,Telepathy,Famous,Musician or singer,International aid
USA,FL,2017,12,Male,17,Ambidextrous,180,30,190,2,Walk,4,3.9,35,Baseball/Softball,,,,,,,30,Same length,3,3,,September,Winter,No,No,Poultry,Milk,History,7,12,5,Yes - broadband connection,Text messaging,100,150,4,1,1,2,3,3,1,1,1,4,0,0,A lot,High school,Other,Freeze time,Rich,Sports person,International aid
USA,MA,2015,7,Male,12,Right-Handed,152,23.5,155,1,Bus,27,0.371,50,Football (American),275,750,400,350,200,100,24,Left foot,72,85,Ring finger,August,Summer,No,No,Seafood,Milk,Physical education,8,7,4,Yes - broadband connection,Text messaging,4,5,40,0,10,60,15,,,,,,,,,,,,,,
USA,NC,2022,10,Male,16,Right-Handed,165,24,165,1,Car,25,0.359,42,Martial Arts,950,900,750,750,1000,1000,24,Same length,66,70,Ring finger,March,Winter,No,No,No favorite,Tea,Science,7,6,3,Yes - broadband connection,In person,0,?,1/2,0,3-5,2,0,18,0,0,30,3,0,3 1/2,Some,Graduate degree,Classical,Telepathy,Rich,Other,International aid
USA,IN,2020,10,Female,15,Right-Handed,64.4,,,1,Car,7,0.36,49,Walking/Hiking,1000,1000,50,1000,0,0,,Same length,,,Index finger,July,Fall,Yes,No,Other,Water,Mathematics and statistics,7,9,4,Yes - other,Internet chat or instant messaging,250,260,10,36,5,36,0,0,0,72,0,0,15,2,None,Graduate degree,Pop,Telepathy,Happy,Doctor or nurse,Health
